"[[None, None, None, None, None, None, None], [None, None, None, None, None, None, None], ['X', 'O', None, None, None, None, None], ['O', 'O', None, None, None, None, None], ['O', 'X', 'X', None, None, None, None], ['X', 'O', 'X', None, None, None, None]]",X,2
"[[None, None, None, None, None, None, None], [None, 'X', None, None, None, None, None], ['X', 'O', None, None, None, None, None], ['O', 'O', None, None, None, None, None], ['O', 'X', 'X', None, None, None, None], ['X', 'O', 'X', None, None, None, None]]",O,1
"[[None, None, None, None, None, None, None], ['O', 'X', None, None, None, None, None], ['X', 'O', None, None, None, None, None], ['O', 'O', None, None, None, None, None], ['O', 'X', 'X', None, None, None, None], ['X', 'O', 'X', None, None, None, None]]",X,1
"[['X', None, None, None, None, None, None], ['O', 'X', None, None, None, None, None], ['X', 'O', None, None, None, None, None], ['O', 'O', None, None, None, None, None], ['O', 'X', 'X', None, None, None, None], ['X', 'O', 'X', None, None, None, None]]",O,2
"[['X', 'O', None, None, None, None, None], ['O', 'X', None, None, None, None, None], ['X', 'O', None, None, None, None, None], ['O', 'O', None, None, None, None, None], ['O', 'X', 'X', None, None, None, None], ['X', 'O', 'X', None, None, None, None]]",X,3
"[['X', 'O', None, None, None, None, None], ['O', 'X', None, None, None, None, None], ['X', 'O', None, None, None, None, None], ['O', 'O', 'X', None, None, None, None], ['O', 'X', 'X', None, None, None, None], ['X', 'O', 'X', None, None, None, None]]",O,3
"[[None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None]]",X,1
"[[None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], ['X', None, None, None, None, None, None]]",O,2
"[[None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], ['X', 'O', None, None, None, None, None]]",X,1
"[[None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], ['X', None, None, None, None, None, None], ['X', 'O', None, None, None, None, None]]",O,1
"[[None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', None, None, None, None, None, None], ['X', 'O', None, None, None, None, None]]",X,1
"[[None, None, None, None, None, None, None], [None, None, None, None, None, None, None], ['X', None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', None, None, None, None, None, None], ['X', 'O', None, None, None, None, None]]",O,1
"[[None, None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', None, None, None, None, None, None], ['X', 'O', None, None, None, None, None]]",X,2
"[[None, None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', 'X', None, None, None, None, None], ['X', 'O', None, None, None, None, None]]",O,1
"[['O', None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', 'X', None, None, None, None, None], ['X', 'O', None, None, None, None, None]]",X,3
"[['O', None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', 'X', None, None, None, None, None], ['X', 'O', 'X', None, None, None, None]]",O,3
"[['O', None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', 'X', 'O', None, None, None, None], ['X', 'O', 'X', None, None, None, None]]",X,7
"[['O', None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', 'X', 'O', None, None, None, None], ['X', 'O', 'X', None, None, None, 'X']]",O,4
"[['O', None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', 'X', 'O', None, None, None, None], ['X', 'O', 'X', 'O', None, None, 'X']]",X,7
"[['O', None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', 'X', 'O', None, None, None, 'X'], ['X', 'O', 'X', 'O', None, None, 'X']]",O,3
"[['O', None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', None, None, None, None, None, None], ['O', None, 'O', None, None, None, None], ['X', 'X', 'O', None, None, None, 'X'], ['X', 'O', 'X', 'O', None, None, 'X']]",X,7
"[['O', None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', None, None, None, None, None, None], ['O', None, 'O', None, None, None, 'X'], ['X', 'X', 'O', None, None, None, 'X'], ['X', 'O', 'X', 'O', None, None, 'X']]",O,3
"[['O', None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', None, 'O', None, None, None, None], ['O', None, 'O', None, None, None, 'X'], ['X', 'X', 'O', None, None, None, 'X'], ['X', 'O', 'X', 'O', None, None, 'X']]",X,7
"[[None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None]]",X,4
"[[None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, 'X', None, None, None]]",O,1
"[[None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], ['O', None, None, 'X', None, None, None]]",X,2
"[[None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], ['O', 'X', None, 'X', None, None, None]]",O,2
"[[None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, 'O', None, None, None, None, None], ['O', 'X', None, 'X', None, None, None]]",X,2
"[[None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, 'X', None, None, None, None, None], [None, 'O', None, None, None, None, None], ['O', 'X', None, 'X', None, None, None]]",O,2
"[[None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, 'O', None, None, None, None, None], [None, 'X', None, None, None, None, None], [None, 'O', None, None, None, None, None], ['O', 'X', None, 'X', None, None, None]]",X,1
"[[None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, 'O', None, None, None, None, None], [None, 'X', None, None, None, None, None], ['X', 'O', None, None, None, None, None], ['O', 'X', None, 'X', None, None, None]]",O,1
"[[None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, 'O', None, None, None, None, None], ['O', 'X', None, None, None, None, None], ['X', 'O', None, None, None, None, None], ['O', 'X', None, 'X', None, None, None]]",X,1
"[[None, None, None, None, None, None, None], [None, None, None, None, None, None, None], ['X', 'O', None, None, None, None, None], ['O', 'X', None, None, None, None, None], ['X', 'O', None, None, None, None, None], ['O', 'X', None, 'X', None, None, None]]",O,1
"[[None, None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', 'O', None, None, None, None, None], ['O', 'X', None, None, None, None, None], ['X', 'O', None, None, None, None, None], ['O', 'X', None, 'X', None, None, None]]",X,1
"[['X', None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', 'O', None, None, None, None, None], ['O', 'X', None, None, None, None, None], ['X', 'O', None, None, None, None, None], ['O', 'X', None, 'X', None, None, None]]",O,2
"[['X', None, None, None, None, None, None], ['O', 'O', None, None, None, None, None], ['X', 'O', None, None, None, None, None], ['O', 'X', None, None, None, None, None], ['X', 'O', None, None, None, None, None], ['O', 'X', None, 'X', None, None, None]]",X,2
"[['X', 'X', None, None, None, None, None], ['O', 'O', None, None, None, None, None], ['X', 'O', None, None, None, None, None], ['O', 'X', None, None, None, None, None], ['X', 'O', None, None, None, None, None], ['O', 'X', None, 'X', None, None, None]]",O,3
"[['X', 'X', None, None, None, None, None], ['O', 'O', None, None, None, None, None], ['X', 'O', None, None, None, None, None], ['O', 'X', None, None, None, None, None], ['X', 'O', None, None, None, None, None], ['O', 'X', 'O', 'X', None, None, None]]",X,3
"[[None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None]]",X,1
"[[None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], ['X', None, None, None, None, None, None]]",O,1
"[[None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', None, None, None, None, None, None]]",X,2
"[[None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', 'X', None, None, None, None, None]]",O,4
"[[None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', 'X', None, 'O', None, None, None]]",X,2
"[[None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], ['O', 'X', None, None, None, None, None], ['X', 'X', None, 'O', None, None, None]]",O,1
"[[None, None, None, None, None, None, None], [None, None, None, None, None, None, None], [None, None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['O', 'X', None, None, None, None, None], ['X', 'X', None, 'O', None, None, None]]",X,1
"[[None, None, None, None, None, None, None], [None, None, None, None, None, None, None], ['X', None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['O', 'X', None, None, None, None, None], ['X', 'X', None, 'O', None, None, None]]",O,1
"[[None, None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['O', 'X', None, None, None, None, None], ['X', 'X', None, 'O', None, None, None]]",X,1
"[['X', None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['O', 'X', None, None, None, None, None], ['X', 'X', None, 'O', None, None, None]]",O,3
"[['X', None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['O', 'X', None, None, None, None, None], ['X', 'X', 'O', 'O', None, None, None]]",X,2
"[['X', None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', None, None, None, None, None, None], ['O', 'X', None, None, None, None, None], ['O', 'X', None, None, None, None, None], ['X', 'X', 'O', 'O', None, None, None]]",O,2
"[['X', None, None, None, None, None, None], ['O', None, None, None, None, None, None], ['X', 'O', None, None, None, None, None], ['O', 'X', None, None, None, None, None], ['O', 'X', None, None, None, None, None], ['X', 'X', 'O', 'O', None, None, None]]",X,2
